transaction_id,timestamp,user_id,merchant_id,amount,product_category,payment_method,device_type,browser,country,ip_country_match,account_age_days,velocity_1h,prev_chargebacks,device_mismatch,address_mismatch,failed_attempts,is_fraud,hour,day_of_week,month
TXN109769,13-03-2023 12:12,USR5385,MERCH288,1832.91,Electronics,Debit Card,Mobile,Safari,India,TRUE,1734,1,0,FALSE,FALSE,0,0,12,Monday,3
TXN109770,13-03-2023 12:28,USR5540,MERCH106,374.81,Beauty,UPI,Mobile,Chrome,Russia,TRUE,504,1,0,FALSE,TRUE,1,0,12,Monday,3
TXN109771,13-03-2023 12:33,USR5145,MERCH166,131.1,Fashion,Wallet,Mobile,Safari,USA,TRUE,1336,1,0,FALSE,FALSE,2,0,12,Monday,3
TXN109772,13-03-2023 12:53,USR5182,MERCH219,1774.95,Electronics,Net Banking,Desktop,Edge,USA,TRUE,1981,3,0,FALSE,TRUE,1,0,12,Monday,3
TXN109773,13-03-2023 13:04,USR6176,MERCH204,480.52,Fashion,Debit Card,Mobile,Safari,India,TRUE,1985,1,0,FALSE,FALSE,0,0,13,Monday,3
TXN109774,13-03-2023 13:05,USR4773,MERCH156,223.16,Beauty,Debit Card,Mobile,Edge,Brazil,TRUE,1120,2,0,TRUE,FALSE,0,0,13,Monday,3
TXN109775,13-03-2023 13:13,USR3197,MERCH256,490.26,Grocery,Net Banking,Desktop,Firefox,USA,TRUE,1787,3,0,FALSE,FALSE,3,0,13,Monday,3
TXN109776,13-03-2023 13:18,USR6719,MERCH170,307.87,Grocery,Credit Card,Tablet,Safari,USA,TRUE,869,5,0,FALSE,FALSE,0,0,13,Monday,3
TXN109777,13-03-2023 13:23,USR7650,MERCH171,541.44,Books,UPI,Desktop,Chrome,USA,TRUE,884,1,0,FALSE,FALSE,0,0,13,Monday,3
TXN109778,13-03-2023 13:30,USR8699,MERCH195,497.63,Fashion,UPI,Desktop,Firefox,Germany,TRUE,680,1,2,FALSE,FALSE,0,0,13,Monday,3
TXN109779,13-03-2023 13:34,USR3193,MERCH216,225.45,Grocery,Net Banking,Mobile,Safari,USA,TRUE,1133,1,0,FALSE,FALSE,1,0,13,Monday,3
TXN109780,13-03-2023 13:39,USR2464,MERCH138,797.19,Fashion,UPI,Tablet,Unknown,Brazil,TRUE,527,2,1,FALSE,FALSE,0,0,13,Monday,3
TXN109781,13-03-2023 13:46,USR2053,MERCH243,73.17,Fashion,Credit Card,Desktop,Safari,USA,TRUE,1890,1,0,FALSE,FALSE,0,0,13,Monday,3
TXN109782,13-03-2023 13:48,USR6436,MERCH140,1730.01,Beauty,Debit Card,Desktop,Chrome,India,FALSE,1049,1,0,FALSE,TRUE,0,0,13,Monday,3
TXN109783,13-03-2023 14:19,USR2242,MERCH199,2008.79,Books,Debit Card,Mobile,Unknown,USA,TRUE,1973,1,0,TRUE,FALSE,0,0,14,Monday,3
TXN109784,13-03-2023 14:36,USR2417,MERCH129,17210.43,Grocery,Credit Card,Mobile,Chrome,Nigeria,TRUE,184,1,0,TRUE,TRUE,0,1,14,Monday,3
TXN109785,13-03-2023 14:59,USR1124,MERCH229,852.3,Beauty,Credit Card,Mobile,Edge,USA,TRUE,416,1,0,FALSE,TRUE,0,0,14,Monday,3
TXN109786,13-03-2023 15:12,USR5465,MERCH205,3409.83,Electronics,Credit Card,Desktop,Safari,USA,FALSE,1059,2,0,FALSE,TRUE,0,0,15,Monday,3
TXN109787,13-03-2023 15:26,USR6935,MERCH221,1122.11,Electronics,Credit Card,Mobile,Firefox,India,TRUE,663,1,0,FALSE,TRUE,0,0,15,Monday,3
TXN109788,13-03-2023 15:49,USR3160,MERCH249,1272.04,Grocery,Credit Card,Desktop,Chrome,Russia,TRUE,76,5,2,TRUE,FALSE,0,1,15,Monday,3
TXN109789,13-03-2023 15:58,USR7586,MERCH203,1662.38,Electronics,Credit Card,Mobile,Safari,UK,TRUE,1652,1,0,FALSE,FALSE,0,0,15,Monday,3
TXN109790,13-03-2023 16:12,USR6793,MERCH226,174.05,Fashion,Credit Card,Mobile,Chrome,China,TRUE,1569,1,0,FALSE,FALSE,1,0,16,Monday,3
TXN109791,13-03-2023 16:25,USR9607,MERCH259,1125.45,Grocery,Wallet,Desktop,Chrome,India,TRUE,1382,1,0,FALSE,FALSE,3,0,16,Monday,3
TXN109792,13-03-2023 16:25,USR3175,MERCH143,595.79,Electronics,Debit Card,Desktop,Chrome,Germany,TRUE,816,3,0,FALSE,TRUE,1,0,16,Monday,3
TXN109793,13-03-2023 16:27,USR2160,MERCH225,1362.9,Fashion,UPI,Mobile,Safari,Germany,TRUE,1611,4,0,FALSE,FALSE,0,0,16,Monday,3
TXN109794,13-03-2023 16:40,USR7661,MERCH133,701.26,Grocery,UPI,Desktop,Safari,USA,TRUE,1643,2,0,FALSE,FALSE,0,0,16,Monday,3
TXN109795,13-03-2023 16:45,USR6594,MERCH188,505,Grocery,Credit Card,Desktop,Chrome,India,TRUE,412,1,0,TRUE,FALSE,1,0,16,Monday,3
TXN109796,13-03-2023 16:49,USR6844,MERCH245,241.37,Books,Credit Card,Mobile,Safari,India,FALSE,474,4,0,FALSE,FALSE,0,0,16,Monday,3
TXN109797,13-03-2023 17:04,USR2450,MERCH244,1221.57,Grocery,Debit Card,Desktop,Chrome,USA,TRUE,1407,1,0,FALSE,FALSE,0,0,17,Monday,3
TXN109798,13-03-2023 17:47,USR5915,MERCH229,929.62,Fashion,Net Banking,Mobile,Safari,Nigeria,TRUE,223,1,0,FALSE,FALSE,0,0,17,Monday,3
TXN109799,13-03-2023 17:52,USR8104,MERCH172,736.77,Books,Wallet,Desktop,Firefox,USA,TRUE,1446,6,0,FALSE,TRUE,0,0,17,Monday,3
TXN109800,13-03-2023 18:06,USR3828,MERCH254,448.86,Beauty,Credit Card,Mobile,Chrome,Nigeria,TRUE,1573,1,0,FALSE,TRUE,0,0,18,Monday,3
TXN109801,13-03-2023 18:13,USR1179,MERCH241,7592,Electronics,Wallet,Mobile,Edge,China,TRUE,1283,4,0,FALSE,FALSE,3,1,18,Monday,3
TXN109802,13-03-2023 18:16,USR1002,MERCH197,1094.75,Electronics,UPI,Mobile,Chrome,USA,TRUE,1363,1,1,FALSE,FALSE,0,0,18,Monday,3
TXN109803,13-03-2023 18:23,USR1112,MERCH100,1820.92,Beauty,Credit Card,Mobile,Safari,USA,TRUE,75,5,0,FALSE,FALSE,0,0,18,Monday,3
TXN109804,13-03-2023 18:45,USR9734,MERCH120,817.09,Grocery,UPI,Mobile,Safari,India,TRUE,1576,3,0,FALSE,FALSE,0,0,18,Monday,3
TXN109805,13-03-2023 19:06,USR9394,MERCH227,3756.22,Beauty,Wallet,Mobile,Unknown,USA,TRUE,366,1,0,TRUE,FALSE,0,0,19,Monday,3
TXN109806,13-03-2023 19:16,USR9882,MERCH221,1690.36,Beauty,Net Banking,Mobile,Chrome,USA,TRUE,111,1,0,TRUE,FALSE,0,0,19,Monday,3
TXN109807,13-03-2023 19:17,USR9537,MERCH189,2737.25,Grocery,Credit Card,Mobile,Safari,China,TRUE,1385,4,0,FALSE,TRUE,1,0,19,Monday,3
TXN109808,13-03-2023 19:18,USR8724,MERCH267,2333.3,Books,Wallet,Mobile,Edge,India,TRUE,1696,1,0,FALSE,FALSE,2,0,19,Monday,3
TXN109809,13-03-2023 19:44,USR7903,MERCH293,2101.85,Grocery,UPI,Mobile,Safari,Germany,TRUE,1439,1,1,FALSE,FALSE,0,0,19,Monday,3
TXN109810,13-03-2023 19:48,USR5888,MERCH281,524.75,Electronics,Debit Card,Mobile,Chrome,USA,TRUE,1405,1,0,FALSE,FALSE,0,0,19,Monday,3
TXN109811,13-03-2023 19:49,USR2749,MERCH193,300.43,Sports,Debit Card,Mobile,Chrome,India,TRUE,1529,2,0,TRUE,FALSE,0,0,19,Monday,3
TXN109812,13-03-2023 19:59,USR6051,MERCH211,63.5,Fashion,UPI,Mobile,Firefox,Germany,TRUE,1635,7,0,FALSE,FALSE,0,0,19,Monday,3
TXN109813,13-03-2023 20:02,USR4931,MERCH138,5034.2,Beauty,Net Banking,Tablet,Firefox,USA,TRUE,1197,3,0,FALSE,FALSE,0,0,20,Monday,3
TXN109814,13-03-2023 20:06,USR8501,MERCH141,2878.83,Books,Wallet,Mobile,Chrome,USA,TRUE,899,3,2,FALSE,FALSE,2,0,20,Monday,3
TXN109815,13-03-2023 20:09,USR8295,MERCH288,309.71,Beauty,Debit Card,Mobile,Firefox,Brazil,FALSE,1941,1,0,FALSE,FALSE,0,0,20,Monday,3
TXN109816,13-03-2023 20:23,USR3712,MERCH131,5122.24,Grocery,Debit Card,Mobile,Chrome,India,FALSE,660,3,0,FALSE,FALSE,0,0,20,Monday,3
TXN109817,13-03-2023 20:39,USR3623,MERCH279,895.92,Grocery,Credit Card,Mobile,Safari,USA,TRUE,1885,2,0,FALSE,FALSE,3,0,20,Monday,3
TXN109818,13-03-2023 21:01,USR3928,MERCH214,2194.66,Fashion,Credit Card,Mobile,Chrome,China,TRUE,1934,1,1,FALSE,FALSE,0,0,21,Monday,3
TXN109819,13-03-2023 21:10,USR9307,MERCH118,443.21,Fashion,UPI,Desktop,Chrome,Russia,TRUE,1444,2,0,FALSE,TRUE,0,0,21,Monday,3
TXN109820,13-03-2023 21:11,USR7040,MERCH175,154.79,Grocery,Credit Card,Desktop,Unknown,Germany,FALSE,1302,4,0,FALSE,FALSE,0,0,21,Monday,3
TXN109821,13-03-2023 21:17,USR6340,MERCH208,1371.38,Beauty,Credit Card,Mobile,Firefox,India,TRUE,840,1,0,FALSE,FALSE,0,0,21,Monday,3
TXN109822,13-03-2023 21:23,USR8038,MERCH227,82.53,Beauty,Debit Card,Mobile,Firefox,UK,TRUE,1444,2,0,FALSE,TRUE,3,0,21,Monday,3
TXN109823,13-03-2023 21:26,USR4111,MERCH167,2712.91,Electronics,Debit Card,Mobile,Safari,Germany,TRUE,931,1,0,FALSE,FALSE,0,0,21,Monday,3
TXN109824,13-03-2023 21:33,USR2280,MERCH266,157.23,Grocery,Debit Card,Mobile,Safari,USA,TRUE,1719,1,0,FALSE,FALSE,1,0,21,Monday,3
TXN109825,13-03-2023 21:40,USR5570,MERCH130,620.47,Beauty,Wallet,Mobile,Firefox,India,TRUE,869,3,0,FALSE,FALSE,0,0,21,Monday,3
TXN109826,13-03-2023 21:50,USR4795,MERCH238,1789.34,Grocery,Credit Card,Desktop,Chrome,Germany,TRUE,686,1,0,FALSE,TRUE,0,0,21,Monday,3
TXN109827,13-03-2023 22:02,USR6816,MERCH238,365.44,Grocery,Credit Card,Desktop,Chrome,UK,TRUE,229,1,0,FALSE,FALSE,1,0,22,Monday,3
TXN109828,13-03-2023 22:18,USR5707,MERCH105,1560.89,Beauty,Debit Card,Desktop,Edge,India,TRUE,208,1,0,FALSE,FALSE,0,0,22,Monday,3
TXN109829,13-03-2023 22:29,USR9786,MERCH180,494.03,Beauty,Wallet,Mobile,Chrome,Russia,TRUE,623,2,0,FALSE,FALSE,0,0,22,Monday,3
TXN109830,13-03-2023 22:29,USR2177,MERCH107,2185.87,Fashion,Credit Card,Mobile,Firefox,India,TRUE,877,5,0,TRUE,FALSE,0,0,22,Monday,3
TXN109831,13-03-2023 22:43,USR1735,MERCH187,2127.19,Sports,Credit Card,Mobile,Unknown,UK,TRUE,1399,3,1,FALSE,FALSE,1,0,22,Monday,3
TXN109832,13-03-2023 23:15,USR9065,MERCH235,50,Electronics,Net Banking,Desktop,Unknown,UK,TRUE,1241,1,0,FALSE,FALSE,0,0,23,Monday,3
TXN109833,13-03-2023 23:21,USR4290,MERCH150,944.89,Books,Credit Card,Mobile,Chrome,USA,TRUE,1438,1,0,FALSE,TRUE,0,0,23,Monday,3
TXN109834,13-03-2023 23:40,USR3344,MERCH238,549.52,Electronics,Credit Card,Mobile,Unknown,Brazil,TRUE,1464,1,0,FALSE,FALSE,0,0,23,Monday,3
TXN109835,14-03-2023 00:04,USR8592,MERCH253,8188.36,Electronics,UPI,Mobile,Chrome,USA,TRUE,653,1,0,FALSE,FALSE,0,0,0,Tuesday,3
TXN109836,14-03-2023 00:05,USR7818,MERCH130,2055,Sports,Credit Card,Mobile,Chrome,USA,TRUE,113,1,0,FALSE,FALSE,0,0,0,Tuesday,3
TXN109837,14-03-2023 00:05,USR2181,MERCH170,50,Electronics,Wallet,Desktop,Safari,USA,TRUE,1262,4,0,FALSE,FALSE,0,0,0,Tuesday,3
TXN109838,14-03-2023 00:16,USR1668,MERCH203,514.61,Beauty,Credit Card,Mobile,Firefox,Nigeria,TRUE,1769,3,2,FALSE,FALSE,0,0,0,Tuesday,3
TXN109839,14-03-2023 00:25,USR4880,MERCH140,354.91,Sports,Credit Card,Desktop,Chrome,USA,TRUE,193,1,0,FALSE,FALSE,0,0,0,Tuesday,3
TXN109840,14-03-2023 00:28,USR8332,MERCH124,2080.75,Sports,Net Banking,Desktop,Chrome,Germany,FALSE,909,7,0,FALSE,FALSE,0,0,0,Tuesday,3
TXN109841,14-03-2023 01:20,USR8727,MERCH267,2303.06,Books,UPI,Desktop,Safari,Russia,TRUE,1041,3,0,FALSE,FALSE,1,0,1,Tuesday,3
TXN109842,14-03-2023 01:23,USR8394,MERCH230,1060.39,Fashion,Wallet,Tablet,Chrome,USA,TRUE,1048,1,0,FALSE,FALSE,0,0,1,Tuesday,3
TXN109843,14-03-2023 01:37,USR5047,MERCH258,1708.84,Beauty,Debit Card,Mobile,Chrome,China,TRUE,1413,1,0,FALSE,FALSE,0,0,1,Tuesday,3
TXN109844,14-03-2023 01:42,USR2448,MERCH173,402.62,Electronics,Wallet,Mobile,Safari,UK,TRUE,739,1,0,FALSE,FALSE,0,0,1,Tuesday,3
TXN109845,14-03-2023 01:42,USR2595,MERCH125,2930.03,Fashion,Credit Card,Mobile,Firefox,Brazil,TRUE,1664,1,0,FALSE,FALSE,0,0,1,Tuesday,3
TXN109846,14-03-2023 01:52,USR1153,MERCH222,1210.6,Sports,Credit Card,Mobile,Safari,India,TRUE,106,1,0,FALSE,FALSE,2,0,1,Tuesday,3
TXN109847,14-03-2023 02:18,USR3785,MERCH245,530.8,Fashion,Credit Card,Desktop,Safari,USA,TRUE,958,5,1,FALSE,FALSE,0,0,2,Tuesday,3
TXN109848,14-03-2023 02:31,USR6226,MERCH189,989.91,Grocery,Debit Card,Desktop,Chrome,India,TRUE,1787,3,0,FALSE,FALSE,0,0,2,Tuesday,3
TXN109849,14-03-2023 02:54,USR4165,MERCH227,366.36,Grocery,UPI,Mobile,Chrome,USA,TRUE,1060,5,0,FALSE,FALSE,0,0,2,Tuesday,3
TXN109850,14-03-2023 02:58,USR8448,MERCH194,2426.51,Grocery,Credit Card,Mobile,Safari,Germany,TRUE,523,1,0,TRUE,TRUE,0,0,2,Tuesday,3
TXN109851,14-03-2023 03:03,USR6216,MERCH234,2606.48,Books,Net Banking,Desktop,Chrome,UK,TRUE,369,2,2,FALSE,FALSE,0,0,3,Tuesday,3
TXN109852,14-03-2023 03:08,USR4592,MERCH122,355.32,Electronics,Credit Card,Mobile,Chrome,USA,TRUE,1269,1,0,FALSE,FALSE,0,0,3,Tuesday,3
TXN109853,14-03-2023 03:18,USR4414,MERCH263,1068.34,Grocery,Net Banking,Mobile,Safari,India,TRUE,1356,3,0,FALSE,TRUE,1,0,3,Tuesday,3
TXN109854,14-03-2023 03:36,USR6409,MERCH126,1215.48,Sports,Credit Card,Tablet,Unknown,Nigeria,TRUE,471,1,0,FALSE,TRUE,0,0,3,Tuesday,3
TXN109855,14-03-2023 03:59,USR9909,MERCH240,3820.86,Grocery,UPI,Mobile,Chrome,Nigeria,FALSE,1651,5,0,FALSE,TRUE,1,1,3,Tuesday,3
TXN109856,14-03-2023 04:02,USR6139,MERCH201,566.52,Electronics,Credit Card,Desktop,Chrome,India,TRUE,439,1,1,FALSE,FALSE,0,0,4,Tuesday,3
TXN109857,14-03-2023 04:28,USR2872,MERCH156,462.59,Grocery,Debit Card,Desktop,Chrome,India,TRUE,1788,2,1,TRUE,FALSE,0,0,4,Tuesday,3
TXN109858,14-03-2023 04:30,USR6684,MERCH209,4634.93,Fashion,Credit Card,Tablet,Safari,China,FALSE,390,1,0,FALSE,FALSE,0,0,4,Tuesday,3
TXN109859,14-03-2023 04:37,USR2114,MERCH254,7346.1,Electronics,Debit Card,Mobile,Safari,Germany,TRUE,360,1,0,FALSE,FALSE,0,0,4,Tuesday,3
TXN109860,14-03-2023 04:45,USR5843,MERCH268,80.81,Sports,Credit Card,Tablet,Chrome,India,FALSE,1320,1,0,FALSE,FALSE,0,0,4,Tuesday,3
TXN109861,14-03-2023 05:16,USR5490,MERCH105,569.17,Grocery,Credit Card,Mobile,Safari,India,TRUE,316,2,0,TRUE,FALSE,3,0,5,Tuesday,3
TXN109862,14-03-2023 05:47,USR1644,MERCH217,1079.14,Books,Net Banking,Mobile,Edge,UK,TRUE,149,1,0,TRUE,FALSE,2,0,5,Tuesday,3
TXN109863,14-03-2023 05:56,USR1327,MERCH201,789.32,Sports,UPI,Mobile,Safari,Russia,FALSE,1604,4,1,TRUE,FALSE,1,0,5,Tuesday,3
TXN109864,14-03-2023 06:05,USR9108,MERCH204,282.69,Beauty,Credit Card,Mobile,Firefox,India,TRUE,1546,3,0,FALSE,FALSE,0,0,6,Tuesday,3
TXN109865,14-03-2023 06:13,USR5338,MERCH264,3389.77,Electronics,Credit Card,Tablet,Chrome,India,TRUE,1376,5,0,FALSE,FALSE,2,0,6,Tuesday,3
TXN109866,14-03-2023 06:58,USR8071,MERCH245,1842.4,Fashion,UPI,Desktop,Safari,India,TRUE,1952,2,0,FALSE,TRUE,0,0,6,Tuesday,3
TXN109867,14-03-2023 07:17,USR8749,MERCH256,338.61,Electronics,Debit Card,Mobile,Edge,USA,FALSE,1537,1,0,TRUE,TRUE,0,0,7,Tuesday,3
TXN109868,14-03-2023 07:22,USR3201,MERCH150,1032.07,Sports,Debit Card,Mobile,Safari,USA,TRUE,1321,2,0,FALSE,FALSE,0,0,7,Tuesday,3
TXN109869,14-03-2023 07:22,USR4724,MERCH270,1902.25,Electronics,Credit Card,Mobile,Chrome,China,TRUE,262,1,0,FALSE,FALSE,0,0,7,Tuesday,3
TXN109870,14-03-2023 07:22,USR8505,MERCH211,849.89,Fashion,Credit Card,Mobile,Edge,India,TRUE,403,4,0,FALSE,TRUE,0,0,7,Tuesday,3
TXN109871,14-03-2023 07:37,USR9548,MERCH128,2014.83,Grocery,Wallet,Mobile,Chrome,Germany,TRUE,138,5,0,FALSE,FALSE,2,0,7,Tuesday,3
TXN109872,14-03-2023 07:58,USR9788,MERCH297,1328.31,Fashion,Net Banking,Desktop,Firefox,Nigeria,TRUE,1868,3,0,FALSE,TRUE,1,0,7,Tuesday,3
TXN109873,14-03-2023 08:05,USR2334,MERCH217,2414.98,Electronics,Credit Card,Desktop,Chrome,USA,TRUE,335,2,0,FALSE,TRUE,0,0,8,Tuesday,3
TXN109874,14-03-2023 08:15,USR2705,MERCH287,459.06,Grocery,Net Banking,Mobile,Safari,India,TRUE,353,1,0,FALSE,TRUE,1,0,8,Tuesday,3
TXN109875,14-03-2023 08:20,USR9598,MERCH151,7561.4,Electronics,Net Banking,Mobile,Chrome,USA,TRUE,990,2,0,FALSE,TRUE,1,0,8,Tuesday,3
TXN109876,14-03-2023 08:28,USR9271,MERCH137,1503.6,Electronics,UPI,Desktop,Unknown,USA,TRUE,772,1,0,FALSE,FALSE,0,0,8,Tuesday,3
TXN109877,14-03-2023 08:51,USR3366,MERCH289,315.27,Fashion,Credit Card,Mobile,Edge,Germany,TRUE,1271,1,0,FALSE,FALSE,3,0,8,Tuesday,3
TXN109878,14-03-2023 09:14,USR2577,MERCH262,1923.59,Beauty,Debit Card,Desktop,Safari,India,TRUE,634,5,1,TRUE,FALSE,0,0,9,Tuesday,3
TXN109879,14-03-2023 09:14,USR1769,MERCH220,1875.39,Grocery,Wallet,Desktop,Edge,Germany,TRUE,157,1,0,TRUE,FALSE,1,0,9,Tuesday,3
TXN109880,14-03-2023 09:31,USR8196,MERCH125,5574.02,Fashion,Debit Card,Mobile,Chrome,India,TRUE,1621,1,0,FALSE,TRUE,0,0,9,Tuesday,3
TXN109881,14-03-2023 09:45,USR7189,MERCH177,728.22,Grocery,Wallet,Mobile,Safari,India,TRUE,1718,1,0,FALSE,TRUE,2,0,9,Tuesday,3
TXN109882,14-03-2023 09:51,USR1526,MERCH191,1636.07,Fashion,Wallet,Mobile,Edge,USA,TRUE,539,1,0,FALSE,FALSE,0,0,9,Tuesday,3
TXN109883,14-03-2023 09:51,USR6311,MERCH238,927.31,Books,Credit Card,Mobile,Firefox,India,FALSE,270,2,0,FALSE,FALSE,2,0,9,Tuesday,3
TXN109884,14-03-2023 10:00,USR6955,MERCH281,278.23,Electronics,Credit Card,Desktop,Safari,Brazil,TRUE,301,1,0,FALSE,FALSE,0,0,10,Tuesday,3
TXN109885,14-03-2023 10:11,USR6212,MERCH154,609.32,Beauty,UPI,Mobile,Safari,Germany,TRUE,1850,7,0,FALSE,FALSE,0,0,10,Tuesday,3
TXN109886,14-03-2023 10:13,USR9771,MERCH245,1810.35,Sports,Credit Card,Mobile,Chrome,USA,FALSE,1971,6,2,FALSE,FALSE,1,1,10,Tuesday,3
TXN109887,14-03-2023 10:18,USR8588,MERCH121,155.98,Sports,Credit Card,Tablet,Safari,USA,TRUE,1899,6,1,TRUE,FALSE,2,1,10,Tuesday,3
TXN109888,14-03-2023 10:55,USR1738,MERCH238,156.55,Electronics,Credit Card,Mobile,Chrome,USA,FALSE,808,1,0,FALSE,FALSE,0,0,10,Tuesday,3
TXN109889,14-03-2023 11:40,USR5124,MERCH269,92.64,Fashion,Debit Card,Desktop,Firefox,India,FALSE,1706,2,0,FALSE,FALSE,0,0,11,Tuesday,3
TXN109890,14-03-2023 12:11,USR3360,MERCH218,3077.81,Beauty,UPI,Desktop,Unknown,Brazil,TRUE,1447,1,0,FALSE,FALSE,0,0,12,Tuesday,3
TXN109891,14-03-2023 12:13,USR7038,MERCH159,67.73,Electronics,Debit Card,Mobile,Chrome,India,TRUE,47,1,0,FALSE,TRUE,0,0,12,Tuesday,3
TXN109892,14-03-2023 12:15,USR4658,MERCH138,378.76,Sports,Wallet,Mobile,Firefox,India,FALSE,201,1,0,TRUE,FALSE,0,0,12,Tuesday,3
TXN109893,14-03-2023 12:27,USR8176,MERCH183,1553.04,Beauty,UPI,Desktop,Edge,India,TRUE,842,2,0,FALSE,FALSE,0,0,12,Tuesday,3
TXN109894,14-03-2023 12:40,USR8675,MERCH118,812.15,Beauty,Credit Card,Desktop,Chrome,Nigeria,FALSE,468,1,0,FALSE,FALSE,1,0,12,Tuesday,3
TXN109895,14-03-2023 12:41,USR7656,MERCH168,2226.85,Electronics,Debit Card,Mobile,Safari,UK,TRUE,348,4,0,FALSE,FALSE,0,0,12,Tuesday,3
TXN109896,14-03-2023 12:42,USR7659,MERCH182,10379.95,Beauty,UPI,Mobile,Edge,India,TRUE,782,1,0,FALSE,TRUE,3,0,12,Tuesday,3
TXN109897,14-03-2023 12:54,USR8839,MERCH172,1939,Beauty,Debit Card,Desktop,Safari,India,TRUE,247,1,0,FALSE,FALSE,1,0,12,Tuesday,3
TXN109898,14-03-2023 13:13,USR5089,MERCH206,2272.45,Sports,Credit Card,Tablet,Safari,USA,TRUE,1592,2,0,FALSE,FALSE,0,0,13,Tuesday,3
TXN109899,14-03-2023 13:20,USR3145,MERCH104,3158.08,Electronics,Net Banking,Desktop,Unknown,Nigeria,TRUE,69,3,0,FALSE,FALSE,0,0,13,Tuesday,3
TXN109900,14-03-2023 13:34,USR7115,MERCH209,2074.13,Electronics,Wallet,Desktop,Edge,India,TRUE,262,6,0,FALSE,FALSE,0,0,13,Tuesday,3
TXN109901,14-03-2023 14:00,USR5443,MERCH270,50,Fashion,UPI,Tablet,Safari,India,TRUE,282,4,0,FALSE,TRUE,1,0,14,Tuesday,3
TXN109902,14-03-2023 14:01,USR7428,MERCH112,298.49,Electronics,Credit Card,Mobile,Safari,China,TRUE,393,2,0,FALSE,FALSE,0,0,14,Tuesday,3
TXN109903,14-03-2023 14:11,USR7260,MERCH219,453.4,Grocery,Credit Card,Mobile,Chrome,USA,TRUE,1070,1,0,FALSE,TRUE,0,0,14,Tuesday,3
TXN109904,14-03-2023 14:13,USR1493,MERCH300,1293.84,Sports,UPI,Mobile,Edge,Brazil,TRUE,1846,1,0,FALSE,TRUE,0,0,14,Tuesday,3
TXN109905,14-03-2023 14:25,USR8960,MERCH210,1907.11,Fashion,Wallet,Tablet,Chrome,India,TRUE,1748,5,0,FALSE,FALSE,0,0,14,Tuesday,3
TXN109906,14-03-2023 14:28,USR1124,MERCH167,288.58,Sports,UPI,Desktop,Chrome,India,TRUE,133,2,0,FALSE,FALSE,4,0,14,Tuesday,3
TXN109907,14-03-2023 14:28,USR3883,MERCH264,681.15,Electronics,Credit Card,Mobile,Chrome,India,TRUE,1102,2,0,FALSE,FALSE,3,0,14,Tuesday,3
TXN109908,14-03-2023 14:34,USR9975,MERCH256,2583.85,Electronics,Debit Card,Mobile,Chrome,Nigeria,TRUE,425,6,0,TRUE,FALSE,1,0,14,Tuesday,3
TXN109909,14-03-2023 14:35,USR8693,MERCH106,1180.15,Electronics,Debit Card,Mobile,Edge,India,TRUE,1976,1,1,FALSE,FALSE,0,0,14,Tuesday,3
TXN109910,14-03-2023 14:40,USR4517,MERCH156,447.34,Fashion,Credit Card,Desktop,Unknown,Germany,TRUE,1097,2,0,FALSE,FALSE,0,0,14,Tuesday,3
TXN109911,14-03-2023 14:45,USR9117,MERCH279,2998.52,Sports,Wallet,Mobile,Firefox,USA,TRUE,1891,1,0,FALSE,FALSE,0,0,14,Tuesday,3
TXN109912,14-03-2023 14:47,USR3081,MERCH220,2232.6,Electronics,Debit Card,Tablet,Chrome,Russia,TRUE,416,1,1,FALSE,TRUE,0,1,14,Tuesday,3
TXN109913,14-03-2023 14:47,USR4429,MERCH245,2851.44,Grocery,Net Banking,Mobile,Edge,India,TRUE,626,8,1,FALSE,FALSE,3,1,14,Tuesday,3
TXN109914,14-03-2023 14:54,USR1466,MERCH118,551.59,Grocery,Debit Card,Desktop,Edge,India,TRUE,1962,1,0,FALSE,FALSE,0,0,14,Tuesday,3
TXN109915,14-03-2023 14:54,USR6910,MERCH232,12868.23,Books,Net Banking,Mobile,Edge,Russia,TRUE,1690,2,0,FALSE,FALSE,2,1,14,Tuesday,3
TXN109916,14-03-2023 14:54,USR8466,MERCH255,1957.12,Electronics,Credit Card,Mobile,Chrome,USA,TRUE,926,1,1,FALSE,FALSE,0,0,14,Tuesday,3
TXN109917,14-03-2023 15:07,USR2913,MERCH179,3438.59,Electronics,Debit Card,Mobile,Safari,USA,TRUE,109,1,0,FALSE,TRUE,0,0,15,Tuesday,3
TXN109918,14-03-2023 15:17,USR3553,MERCH177,580.88,Electronics,Credit Card,Mobile,Safari,USA,TRUE,1714,1,0,FALSE,FALSE,1,0,15,Tuesday,3
TXN109919,14-03-2023 15:24,USR2898,MERCH253,594.57,Fashion,Debit Card,Mobile,Firefox,USA,TRUE,316,7,0,FALSE,FALSE,0,0,15,Tuesday,3
TXN109920,14-03-2023 15:34,USR7603,MERCH257,2911.61,Fashion,Net Banking,Desktop,Firefox,USA,TRUE,879,1,0,FALSE,FALSE,0,0,15,Tuesday,3
TXN109921,14-03-2023 15:42,USR8141,MERCH226,1559.02,Sports,UPI,Desktop,Chrome,India,TRUE,768,1,0,TRUE,TRUE,0,0,15,Tuesday,3
TXN109922,14-03-2023 15:43,USR3947,MERCH109,273.38,Grocery,UPI,Mobile,Unknown,India,TRUE,1420,1,0,FALSE,TRUE,0,0,15,Tuesday,3
